,Knee_Angle_Mean,Knee_Angle_StDev,Knee_Angle_Max,Knee_Angle_Min,Knee_Velocity_Mean,Knee_Velocity_StDev,Knee_Velocity_Max,Knee_Velocity_Min,Knee_Current_Mean,Knee_Current_StDev,Knee_Current_Max,Knee_Current_Min,Ankle_Angle_Mean,Ankle_Angle_StDev,Ankle_Angle_Max,Ankle_Angle_Min,Ankle_Velocity_Mean,Ankle_Velocity_StDev,Ankle_Velocity_Max,Ankle_Velocity_Min,Ankle_Current_Mean,Ankle_Current_StDev,Ankle_Current_Max,Ankle_Current_Min,Acc_X_Mean,Acc_X_StDev,Acc_X_Max,Acc_X_Min,Acc_Y_Mean,Acc_Y_StDev,Acc_Y_Max,Acc_Y_Min,Acc_Z_Mean,Acc_Z_StDev,Acc_Z_Max,Acc_Z_Min,Gyro_X_Mean,Gyro_X_StDev,Gyro_X_Max,Gyro_X_Min,Gyro_Z_Mean,Gyro_Z_StDev,Gyro_Z_Max,Gyro_Z_Min,Gyro_Y_Mean,Gyro_Y_StDev,Gyro_Y_Max,Gyro_Y_Min,Shank_Angle_Mean,Shank_Angle_StDev,Shank_Angle_Max,Shank_Angle_Min,Thigh_Angle_Mean,Thigh_Angle_StDev,Thigh_Angle_Max,Thigh_Angle_Min,Knee_Ref_Torque_Mean,Knee_Ref_Torque_StDev,Knee_Ref_Torque_Max,Knee_Ref_Torque_Min,Ankle_Ref_Torque_Mean,Ankle_Ref_Torque_StDev,Ankle_Ref_Torque_Max,Ankle_Ref_Torque_Min,Filtered_Vertical_Load_Mean,Filtered_Vertical_Load_StDev,Filtered_Vertical_Load_Max,Filtered_Vertical_Load_Min,mode
0,-0.04078649190930378,0.011803986494778386,-0.0195318460646382,-0.0508133182775353,-0.0006836744524770267,0.007403648470412199,0.0204474013489181,-0.0125634530676188,0.02534592132088898,0.007900527085933518,0.0340993479211809,0.010427157404299,0.0032355604066023,0.04940145227304581,0.0883510849330119,-0.0483718375194555,0.008610408487257326,0.019482980387915936,0.0426038392284921,-0.0459608752708518,-0.005493032504606191,0.046312158710968124,0.0449944558041119,-0.0857163202815841,-0.017228596202420298,0.016809981763313508,0.0100812809635711,-0.0452182582069358,-0.16022157634683848,0.004541881385574578,-0.153457238481806,-0.171076591285948,0.008208282244750044,0.005624525613136925,0.0182602415031383,-0.0023702709026357,0.08127557795175323,0.04071319491816889,0.181066316721091,0.0337229529709769,0.1787074154592407,0.039717764275387875,0.245999532049521,0.0590634886725466,-0.18236155816738162,0.3176494425881633,-0.0069480473240353,-1.19678334910123,-0.07503304675854527,0.0957471240496733,0.0832239753410444,-0.223548081911679,-0.03404309811940156,0.10406350835884517,0.116845199947101,-0.203802606280709,0.025301340360968153,0.007996322119462523,0.0348216193121128,0.0095319477930031,-0.006960912970187007,0.0466032165141615,0.0452894680623798,-0.0878831344543799,0.745030718974195,0.23044616689508188,0.923408714051739,0.217586799727368,2.0
1,-0.018235784889380154,0.02435030067140258,0.0519323302916552,-0.0643940549943541,7.866529040725734e-05,0.016552989075424396,0.133040355642364,-0.0480259610787276,0.011201407809087337,0.017315217406920776,0.0467848750267037,-0.0733766696167893,0.02202739614544258,0.03694750645292685,0.138248847926267,-0.0520340586565752,0.0017651961622486263,0.021695615975421727,0.0482701091545356,-0.106723227637562,-0.019653293009881716,0.038326658348090376,0.0507014170761233,-0.142755414492223,-0.011826270806760275,0.04386288091553671,0.119785149693289,-0.236345510218614,-0.16363955104067404,0.01677939988278899,-0.124240852076785,-0.244402396720278,-0.009898448614564173,0.0220553186579046,0.0287586087628814,-0.19805495366273,-0.005411670305894397,0.08128033877137207,0.180272835474715,-0.280922879726554,0.01742328183230345,0.3506944603927737,0.7355367697175,-1.44091107923622,-0.10194624478102135,0.26333631272051683,0.367493718273466,-1.3164667704296,-0.061448113029410785,0.13674386695592858,0.255877356283252,-0.427666046123641,-0.04302845063658962,0.13751344133220986,0.232388276823227,-0.405336670023703,0.011250530067490487,0.01757988171051376,0.0482497634815516,-0.0806807662180446,-0.020277110853120544,0.03881304927324572,0.0513829971210873,-0.145003611356955,0.4529662388640538,0.33208175004129065,0.949441002634765,0.0015157526373078,1.0
2,0.10143662962585874,0.2582462465260412,0.840062664672791,-0.064841659800002,0.0004805169237102857,0.20361534148356675,0.554907884965565,-0.518285673594368,0.013320146829649753,0.027074528192213985,0.0674459059419538,-0.10493280841497,-0.012121119899928917,0.08262342365027116,0.151585436567278,-0.256355479598376,-0.00047649908072606897,0.10976394814062343,0.389924822738324,-0.361033967101047,-0.012231510848304263,0.05691446621465774,0.123050630207221,-0.147048351491846,-0.017067597529647763,0.06355464257473367,0.121616260261849,-0.259498886074404,-0.1761329184525765,0.07969616369623976,0.127109591967528,-0.408673360393078,-0.011254890049732054,0.029789820122406233,0.0789717296873887,-0.192724387340922,0.010258578971003037,0.15534997210723153,0.363455102186143,-0.340932442192857,0.0026461342922130568,0.9771898935014153,1.59342224392427,-2.97000030518509,-0.04286562591995424,0.2276848485334463,0.626880703146458,-0.791843419700715,-0.02637303586249709,0.30207105008541973,0.638396354055401,-0.475000254320912,-0.12761641009034821,0.19674528568342978,0.259234392325612,-0.454461297443566,0.01315470288378828,0.029296669191054572,0.0753603727327291,-0.108371227149266,-0.011674483935851633,0.0632085453546883,0.19047619047619,-0.159123508407849,0.47595701386728584,0.4288317466141567,1.01130202134261,0.0013733329264198,2.0
3,-0.005253945383123091,0.027996007065735462,0.0464593442589597,-0.0503250221259194,-0.0033390712460014895,0.01589732940964235,0.0831120741396324,-0.0378429517502365,0.00433709143886546,0.020215231086627095,0.0334177678762169,-0.0692668436740216,0.009427838551457344,0.036652130584053234,0.114403719189021,-0.0378327789137445,0.0015365311969510807,0.03280112215436045,0.054750205999939,-0.116122928556169,-0.009265506054244588,0.041110241453104004,0.043295592109948,-0.13215531886756,-0.021525505573740396,0.05809367944532896,0.0749025950905891,-0.183609525844091,-0.16644816712541827,0.018049750564274526,-0.140517390463983,-0.221167638172552,-0.01286257774914953,0.0312894156293735,0.0272123376160975,-0.175430565304524,-0.05846545575281474,0.16854892153129014,0.266162093976664,-0.39000620543026,-0.017173912431790506,0.49480395463319987,0.603686635944701,-1.18058819340597,-0.010462004780367387,0.26061115242661526,0.868923001800592,-0.527970213934751,-0.06232658830985249,0.1520159758094977,0.228207241025015,-0.361878312529883,-0.05690987754285733,0.15149545893338137,0.196518855352438,-0.348399304177984,0.004868243369745598,0.01994509429151364,0.0341705577766249,-0.0704774112165695,-0.009079581234103592,0.04265684806357612,0.0461948505101677,-0.132836898912524,0.3889144652756719,0.4045062726303296,0.957599617501348,0.0016785180211798,1.0
4,0.05904796171158506,0.20549220688314593,0.649871313618376,-0.0555436872463149,0.001731702324243267,0.16422222150724025,0.45219275490585,-0.41778822188991,0.01572720521663055,0.024686447024234885,0.0493280841497035,-0.0932747377951394,-0.016890477993031425,0.06241185923471486,0.123365988138473,-0.117526779992065,-0.005426048208179762,0.058676870393099594,0.132185837377036,-0.277352214117862,0.0033425799062921225,0.0365765791121548,0.0523392437513352,-0.125298827071952,-0.02014453637476158,0.05253815321281277,0.120436211228777,-0.155858027893918,-0.1675378719532577,0.05778499840161196,0.0449130731121759,-0.333801283811965,-0.013166327482881528,0.021504968213952858,0.0259102145451216,-0.109388510798466,0.03226734499854277,0.15940645503320944,0.316456597593107,-0.297453739026053,-0.031230429559621634,0.7816680622290172,1.20189011302021,-2.55992309335612,-0.12230837008493609,0.19900929859212368,0.117648854029969,-0.71874141666921,-0.020902858870454632,0.2332029080232202,0.541734061708426,-0.32954903815831,-0.07975539503890397,0.13597431117388015,0.259814244005656,-0.318399609363079,0.015800556721862334,0.025781909625690273,0.0453098137353638,-0.0985340942615029,0.0046020484523278645,0.038731087308130185,0.0858078758100121,-0.126570431633452,0.4695331578251332,0.414271678987222,0.970641193884091,0.0016785180211798,2.0
5,0.024205911497568174,0.034696033755430615,0.053865169225135,-0.0531632435071871,-2.311725190585881e-05,0.004109495956466907,0.0208034506261381,-0.0266324859360536,-0.014326540577472494,0.021205150396585878,0.0345469527268288,-0.0358083844518367,-0.004733877559324741,0.023223139007612668,0.136651712597023,-0.0686666463209937,0.0009055485349142501,0.006918209996844761,0.0379345072786645,-0.0377005320393485,0.003977589448817,0.02244924938679214,0.0705384482355215,-0.142317982523067,-0.009538923452311896,0.013390580750237552,0.0396231981363364,-0.113335571357362,-0.15994825555576986,0.00352205376079366,-0.140639464501887,-0.185196488336843,-0.016071462307876122,0.010924608352228773,0.0425529750460321,-0.0921760714540035,-0.0003274200088067855,0.052586362341804145,0.271655425682343,-0.269152907905311,0.012486347119187656,0.07788296096370517,0.544796085492518,-0.199509669281086,-0.05522709404206029,0.1968074726481858,0.477309488204596,-1.41414634642577,-0.04391305214367615,0.04761652353256167,0.154321929583626,-0.197180089724418,-0.06800608667796475,0.061965665842473615,0.203721223588773,-0.161636199021373,-0.01433435705285869,0.021265569765814698,0.0349436933500168,-0.0346385082552568,0.003938091854070004,0.02281042827295236,0.0706198309274575,-0.145624154382967,0.5221226183884607,0.21547708732014514,1.00767031871497,0.0016785180211798,1.0
6,0.07653290951731455,0.2532448931946988,0.850713624479914,-0.0634784997100742,0.01033294128786542,0.20270754166461186,0.570726645710623,-0.532914212469863,0.021679410100687586,0.030162856265780764,0.098025452436903,-0.0984425387330749,-0.004466814251048385,0.0871606382119759,0.143223364970855,-0.206366161076693,-0.00836864481384885,0.10813504689212453,0.336842961923073,-0.322336497085482,-0.018066331589083127,0.060565417943025314,0.112114830978322,-0.140883612577695,-0.020910500167069287,0.05852598454813971,0.116326385286009,-0.209896135339417,-0.1778213383853204,0.07737174047806016,0.0966724651834671,-0.373800876898506,-0.0085816483594736,0.023124358194644888,0.0447096163823359,-0.128269295327616,0.02311706665477227,0.12497544912421156,0.313730277413251,-0.239722891933958,0.029438154240546566,0.9056369919615977,1.4522537919248,-2.91461938332265,0.015049850811440177,0.18684022425087182,0.543972085736666,-0.50434888760033,0.019671448682343825,0.2579730986504926,0.617613249102247,-0.475834426913256,-0.05668320143859559,0.20574961863450136,0.254717652923165,-0.465875219987589,0.022170053829955547,0.03213602983982268,0.102440463474431,-0.101738537756483,-0.019757526529583798,0.0648406030940934,0.138981292153691,-0.15357931251971,0.49780133702372537,0.4119562671661379,0.972421440270191,0.0016785180211798,2.0
7,0.7765706011807272,0.239487518949047,1.05463830479853,-0.021505376344086,-0.010676854300011758,0.1642262317910236,0.463311665191605,-0.428937650685141,-0.037683423177975635,0.08641488254956495,0.149856054363638,-0.239458398185166,0.1585567581081359,0.10291732270918905,0.279437645598722,-0.191208634703614,-0.0004876796160709881,0.1054832534226838,0.340840886664429,-0.300078330840988,-0.013844151528407027,0.033412653821360376,0.10508540096235,-0.08712017171748,0.04146663941579558,0.044307188015946,0.213334554073712,-0.0487584053061515,-0.14867353918838647,0.04257835347697101,-0.0581987975707266,-0.294208604185105,-0.01595501510049684,0.028037522826967205,0.0136621194087547,-0.212500381481368,-0.006717000628557982,0.11539396123920737,0.239641509242022,-0.341868343150121,-0.13196773792800273,0.3711005469502807,0.971638131860307,-1.41001617481002,-0.0170912901098759,0.15098926265468568,0.268573056225267,-0.399711091443627,0.19780710637365187,0.12465951674380787,0.450158187607451,-0.22171697134312,-0.578535068387664,0.21198413475035027,0.0511388490452793,-0.806532995595162,-0.03773752417204671,0.08755596534261174,0.162979013438317,-0.244809310179957,-0.013342291594801749,0.037605103967446325,0.125227617216508,-0.0841903948077843,0.14801939497517366,0.24288795635515498,0.784295175023652,0.0016785180211798,3.0
8,-0.0531495627960427,0.023949898677846655,0.0173345133823664,-0.0669881282998138,0.002540753610743055,0.03135845670485827,0.0952279224016032,-0.0729595833206173,0.05339336008438542,0.023599627180257845,0.120069989115065,0.0075075533310953,0.0687922282335501,0.02852855694236243,0.101606290882087,-0.0176702169866024,0.01229510065670919,0.028982803606854908,0.107872758161158,-0.0507726269315673,-0.06318418902673667,0.02643438049760902,0.0167953530482905,-0.0942106387524033,-0.025596610551195838,0.04706982940815747,0.0253812270475377,-0.252133752454197,-0.16224516606103198,0.01732337659653406,-0.10971404156621,-0.218075095878984,-0.01164368833375602,0.01899964165204321,0.0550859096041749,-0.0730918301950133,0.033116090656109334,0.07437472845493723,0.17103589993998,-0.141636402478103,0.16571024464268602,0.10179617111262498,0.420951974038921,0.0043539740185756,-0.00947091077405111,0.13509201137362228,0.221167638172552,-0.597206539099297,-0.09227464273173631,0.06983405754336641,0.043132826726076,-0.211503443505153,-0.03895038777800344,0.08521313160454759,0.0830917284666484,-0.208268481500697,0.052477103225175036,0.02309644419194255,0.112928657897682,0.0013428144169438,-0.06548605637365039,0.023612552601224895,0.0126651814325388,-0.0941292560604673,0.7838545859673087,0.12944360759044146,0.864640237637461,0.303069144769636,1.0
9,0.6594034801820566,0.29032268141301476,1.03209529913226,-0.0250048320973337,0.00543109144800263,0.1289740251165123,0.478214870652384,-0.226284574928027,-0.03893352357631427,0.06201325227873835,0.0737937559129612,-0.214860479547512,0.14838044614560522,0.07104792641378053,0.28670105085401,0.0170700196335744,-0.0007579310113232532,0.05927996409984345,0.319630522578611,-0.118157495854569,-0.0069465159292946155,0.019813464886794738,0.120202235989461,-0.0562354401277708,0.024796234256578408,0.07240875147241703,0.455692210659098,-0.135146132796208,-0.1574344893941616,0.041781316152089465,-0.0425733207190161,-0.318826868495743,-0.017216049060636996,0.024488587230503976,0.0164291309345785,-0.199560533463546,-0.024514457624283913,0.10423058332316879,0.270037944680115,-0.227546006653035,-0.01763269781545452,0.4048672672346012,1.53052359589424,-1.02796512751651,0.00980245773541939,0.1930006251289762,0.63177383749911,-0.446048361664683,0.11800501269252776,0.1657522498320155,0.503250221259194,-0.064994252347382,-0.5412198412315564,0.25535940644340227,0.0919014048687195,-0.86413159581286,-0.03861018051534278,0.0622549605514501,0.0720440280363374,-0.224890896328623,-0.008591780807532869,0.023302027759688253,0.130710776085696,-0.0602638833786025,0.15666058812339936,0.2188559151216063,0.53992329681285,0.0015462711467838,3.0
